customer_id,churn_probability,risk_tier
CUST00134,0.9980932732806214,High Risk
CUST00135,0.007797550642756456,Low Risk
CUST00136,0.0,
CUST00137,0.0,
CUST00138,0.0022143629857701587,Low Risk
CUST00139,0.0027193759367761285,Low Risk
CUST00140,0.7987743101484758,High Risk
CUST00141,0.0,
CUST00142,0.43934562149714573,Medium Risk
CUST00143,0.0,
CUST00144,0.005973018788036332,Low Risk
CUST00145,0.0014220820863616928,Low Risk
CUST00146,0.0,
CUST00147,0.0,
CUST00148,0.0,
CUST00149,0.978035543974677,High Risk
CUST00150,0.5200637225795086,Medium Risk
CUST00151,0.8923556347815464,High Risk
CUST00152,0.9976673854128986,High Risk
CUST00153,0.0,
CUST00154,0.0,
CUST00155,0.7316361726601204,High Risk
CUST00156,0.034252719509107694,Low Risk
CUST00157,0.0,
CUST00158,0.7265082965668106,High Risk
CUST00159,0.27504888741690775,Low Risk
CUST00160,0.0,
CUST00161,0.0051370700068050345,Low Risk
CUST00162,0.0,
CUST00163,0.002492039707810451,Low Risk
CUST00164,0.0,
CUST00165,0.9845466066843466,High Risk
CUST00166,0.022335142576480314,Low Risk
CUST00167,0.8014421663520253,High Risk
CUST00168,0.9642118912179453,High Risk
CUST00169,0.980258796725306,High Risk
CUST00170,0.01785230726362183,Low Risk
CUST00171,0.984110497218058,High Risk
CUST00172,0.0,
CUST00173,0.0013271158545708442,Low Risk
CUST00174,0.7809030975900632,High Risk
CUST00175,0.0,
CUST00176,0.9893886974115267,High Risk
CUST00177,0.8182777956968411,High Risk
CUST00178,0.0,
CUST00179,0.0,
CUST00180,0.4963926496656821,Medium Risk
CUST00181,0.0,
CUST00182,0.3520241867168815,Medium Risk
CUST00183,0.109643041780936,Low Risk
CUST00184,0.9959525914936507,High Risk
CUST00185,0.0,
CUST00186,0.0,
CUST00187,0.9901004564618607,High Risk
CUST00188,0.0,
CUST00189,0.5047359404126244,Medium Risk
CUST00190,0.0,
CUST00191,0.002358533784757071,Low Risk
CUST00192,0.8680939674368964,High Risk
CUST00193,0.9806533126834012,High Risk
CUST00194,0.5813827079801114,Medium Risk
CUST00195,0.0,
CUST00196,0.012539178033432592,Low Risk
CUST00197,0.4194958988411455,Medium Risk
CUST00198,0.9724241217017011,High Risk
CUST00199,5.711060269821312e-05,Low Risk
CUST00200,0.9331954441508189,High Risk
CUST00201,0.0,
CUST00202,0.597265214989476,Medium Risk
CUST00203,0.0,
CUST00204,0.0,
CUST00205,0.9694681909666842,High Risk
CUST00206,0.0,
CUST00207,0.8951534620626651,High Risk
CUST00208,0.40756186790062615,Medium Risk
CUST00209,0.0,
CUST00210,0.0,
CUST00211,0.01004046639177325,Low Risk
CUST00212,0.0,
CUST00213,0.0,
CUST00214,0.028915993959020954,Low Risk
CUST00215,0.0,
CUST00216,0.6733085729434763,High Risk
CUST00217,0.8541746814507811,High Risk
CUST00218,0.022789016052562654,Low Risk
CUST00219,0.0023496566880048374,Low Risk
CUST00220,0.0,
CUST00221,0.0,
CUST00222,0.6290565065021801,High Risk
CUST00223,0.00980332123911335,Low Risk
CUST00224,0.5419865927556886,Medium Risk
CUST00225,0.6909611785651435,High Risk
CUST00226,0.9585992525362778,High Risk
CUST00227,0.016809866596204127,Low Risk
CUST00228,0.15791011978570613,Low Risk
CUST00229,0.0026282657279562945,Low Risk
CUST00230,5.711060269821312e-05,Low Risk
CUST00231,0.0,
CUST00232,0.6831932861412787,High Risk
CUST00233,0.05433138548601984,Low Risk
CUST00234,0.4204536449556982,Medium Risk
CUST00235,0.0,
CUST00236,0.6208293601078672,High Risk
CUST00237,0.9835333086061527,High Risk
CUST00238,0.0748457068339403,Low Risk
CUST00239,0.4590605248693157,Medium Risk
CUST00240,0.5157598799571794,Medium Risk
CUST00241,0.0080805124349772,Low Risk
CUST00242,0.9713630721355601,High Risk
CUST00243,0.0,
CUST00244,0.964941723841405,High Risk
CUST00245,0.8925991782412598,High Risk
CUST00246,0.0,
CUST00247,0.0,
CUST00248,0.0,
CUST00249,0.0,
CUST00250,0.9380601505337042,High Risk
CUST00251,0.6362581627038701,High Risk
CUST00252,0.0,
CUST00253,0.8493607525194161,High Risk
CUST00254,0.0,
CUST00255,0.0,
CUST00256,0.006590903164348981,Low Risk
CUST00257,0.0,
CUST00258,0.8443285018557342,High Risk
CUST00259,0.007928023702145064,Low Risk
CUST00260,0.8736398973743015,High Risk
CUST00261,0.8472221083552509,High Risk
CUST00262,0.85753171191426,High Risk
CUST00263,0.9347210164222594,High Risk
CUST00264,0.0823824086374852,Low Risk
CUST00265,0.9736963617391021,High Risk
CUST00266,0.8877984108124202,High Risk
CUST00267,0.9785070189114782,High Risk
CUST00268,0.8008332326753365,High Risk
CUST00269,0.765296911922756,High Risk
CUST00270,0.008265659144302925,Low Risk
CUST00271,0.8587881069902893,High Risk
CUST00272,0.07038473779953222,Low Risk
CUST00273,0.5703778454091398,Medium Risk
CUST00274,0.9919553190485959,High Risk
CUST00275,0.0,
CUST00276,0.004144318131995223,Low Risk
CUST00277,0.0024885186699899996,Low Risk
CUST00278,0.9565553877463189,High Risk
CUST00279,0.015550481266486798,Low Risk
CUST00280,0.6968883897818291,High Risk
CUST00281,0.9519158956867446,High Risk
CUST00282,0.9399525536754116,High Risk
CUST00283,0.0,
CUST00284,0.9698355435848146,High Risk
CUST00285,0.17428232126362198,Low Risk
CUST00286,0.0,
CUST00287,0.007058225142186788,Low Risk
CUST00288,0.0,
CUST00289,0.9395163491766968,High Risk
CUST00290,0.0,
CUST00291,0.1230517814651858,Low Risk
CUST00292,0.8869634168075414,High Risk
CUST00293,0.9275949049550682,High Risk
CUST00294,0.0,
CUST00295,0.0,
CUST00296,0.0,
CUST00297,0.004302859714615487,Low Risk
CUST00298,0.001659598353498815,Low Risk
CUST00299,0.5025457365179957,Medium Risk
CUST00300,0.0,
CUST00301,0.0,
CUST00302,0.4189945418196304,Medium Risk
CUST00303,0.9435722483289646,High Risk
CUST00304,0.0022143629857701587,Low Risk
CUST00305,0.005620119853261463,Low Risk
CUST00306,0.9558227919497605,High Risk
CUST00307,0.006763463265421743,Low Risk
CUST00308,0.13826906786799417,Low Risk
CUST00309,0.0,
CUST00310,0.0,
CUST00311,0.0,
CUST00312,0.3058676033169162,Medium Risk
CUST00313,0.0,
CUST00314,0.9944679681111498,High Risk
CUST00315,0.6492060825894402,High Risk
CUST00316,0.0009614743873637922,Low Risk
CUST00317,0.360950332170019,Medium Risk
CUST00318,0.0,
CUST00319,0.0,
CUST00320,0.002719375936776127,Low Risk
CUST00321,0.9845645733527408,High Risk
CUST00322,0.0,
CUST00323,0.9563898346293784,High Risk
CUST00324,0.0981209136307852,Low Risk
CUST00325,0.0,
CUST00326,0.0027193759367761285,Low Risk
CUST00327,0.0,
CUST00328,0.9699271111579846,High Risk
CUST00329,0.004613117596070499,Low Risk
CUST00330,0.0,
CUST00331,0.0,
CUST00332,0.8540035021607484,High Risk
CUST00333,0.008275347547385402,Low Risk
CUST00334,0.7782217769080862,High Risk
CUST00335,0.0,
CUST00336,0.0,
CUST00337,0.0,
CUST00338,0.0,
CUST00339,0.0,
CUST00340,0.8785335960600282,High Risk
CUST00341,0.003984725965858041,Low Risk
CUST00342,0.74270535421563,High Risk
CUST00343,0.23067198069097844,Low Risk
CUST00344,0.9836659824541377,High Risk
CUST00345,0.9449544594566318,High Risk
CUST00346,0.8705388799580236,High Risk
CUST00347,0.0,
CUST00348,0.0,
CUST00349,0.9833819096409934,High Risk
CUST00350,0.0,
CUST00351,0.0,
CUST00352,0.09506530136253641,Low Risk
CUST00353,0.0,
CUST00354,0.8274128133939956,High Risk
CUST00355,0.0,
CUST00356,0.6345710628142032,High Risk
CUST00357,0.0015316871006734586,Low Risk
CUST00358,0.0,
CUST00359,5.711060269821312e-05,Low Risk
CUST00360,0.0047289795173490945,Low Risk
CUST00361,0.863418594076983,High Risk
CUST00362,0.9672038387879912,High Risk
CUST00363,0.0,
CUST00364,0.0079393675960705,Low Risk
CUST00365,0.5845206265524971,Medium Risk
CUST00366,0.9909833886593212,High Risk
CUST00367,0.917172315279226,High Risk
CUST00368,0.9612972651065745,High Risk
CUST00369,0.0,
CUST00370,0.28966459526893656,Low Risk
CUST00371,0.009781153649347684,Low Risk
CUST00372,0.9929611350464492,High Risk
CUST00373,0.45410281063502034,Medium Risk
CUST00374,0.9852783101768963,High Risk
CUST00375,0.9963091165581965,High Risk
CUST00376,0.9400247294920275,High Risk
CUST00377,0.639583105335995,High Risk
CUST00378,0.9163770810533177,High Risk
CUST00379,0.8543107741441563,High Risk
CUST00380,0.0,
CUST00381,0.0,
CUST00382,0.004281806479296289,Low Risk
CUST00383,0.9114358415076269,High Risk
CUST00384,0.0,
CUST00385,0.9795939253999464,High Risk
CUST00386,0.1207212094497841,Low Risk
CUST00387,0.9722543757917925,High Risk
CUST00388,0.0,
CUST00389,0.9478633128929909,High Risk
CUST00390,0.9329920423266321,High Risk
CUST00391,0.003095447672309001,Low Risk
CUST00392,0.0026397403232962203,Low Risk
CUST00393,0.9779359614124773,High Risk
CUST00394,0.7731352545698182,High Risk
CUST00395,0.18621758495324836,Low Risk
CUST00396,0.0,
CUST00397,0.8589967893916572,High Risk
CUST00398,0.7400047805513187,High Risk
CUST00399,0.7314956226919422,High Risk
CUST00400,0.32583239546433906,Medium Risk
CUST00401,0.0,
CUST00402,0.335215783616751,Medium Risk
CUST00403,0.0,
CUST00404,0.005389353316796072,Low Risk
CUST00405,0.9714717038617277,High Risk
CUST00406,0.7167252218823146,High Risk
CUST00407,0.0,
CUST00408,0.0,
CUST00409,0.9789028777313292,High Risk
CUST00410,0.0,
CUST00411,0.04843951770114633,Low Risk
CUST00412,0.9648311226976973,High Risk
CUST00413,0.0019923629829290204,Low Risk
CUST00414,0.001659598353498815,Low Risk
CUST00415,0.016777466047406178,Low Risk
CUST00416,0.08272374177584764,Low Risk
CUST00417,0.031107006215732494,Low Risk
CUST00418,0.8035111693894956,High Risk
CUST00419,0.9840536746270145,High Risk
CUST00420,0.6334101255721074,High Risk
CUST00421,0.007685860561466928,Low Risk
CUST00422,0.9299957292665008,High Risk
CUST00423,0.0006215256691736347,Low Risk
CUST00424,0.0,
CUST00425,0.9883299354230322,High Risk
CUST00426,0.9893752276237336,High Risk
CUST00427,0.0,
CUST00428,0.0,
CUST00429,0.0,
CUST00430,0.5780484905082914,Medium Risk
CUST00431,0.9884174381828619,High Risk
CUST00432,0.0,
CUST00433,0.021926619271844295,Low Risk
CUST00434,0.542168369151328,Medium Risk
CUST00435,0.0,
CUST00436,0.9537882198513998,High Risk
CUST00437,0.6831537420224203,High Risk
CUST00438,0.9726854562054781,High Risk
CUST00439,0.0035649214940249724,Low Risk
CUST00440,0.000584938011078871,Low Risk
CUST00441,0.12223031196237667,Low Risk
CUST00442,0.9939264752741603,High Risk
CUST00443,0.0047420624894494515,Low Risk
CUST00444,0.9566457832259816,High Risk
CUST00445,0.9741712692203017,High Risk
CUST00446,5.711060269821312e-05,Low Risk
CUST00447,0.0,
CUST00448,0.9763462730851247,High Risk
CUST00449,0.0016595983534988148,Low Risk
CUST00450,0.0011056174173176,Low Risk
CUST00451,0.0,
CUST00452,0.004236392520556043,Low Risk
CUST00453,0.45159580624003115,Medium Risk
CUST00454,0.0012440392706872371,Low Risk
CUST00455,0.0009949151274957003,Low Risk
CUST00456,0.0,
CUST00457,0.9945165386512993,High Risk
CUST00458,0.5917588150079219,Medium Risk
CUST00459,0.3960213797940522,Medium Risk
CUST00460,0.8662992692241889,High Risk
CUST00461,0.475667890895229,Medium Risk
CUST00462,0.0,
CUST00463,0.0,
CUST00464,0.0,
CUST00465,0.003769013941407271,Low Risk
CUST00466,0.003069381163850279,Low Risk
CUST00467,0.9883095384235865,High Risk
CUST00468,0.17065623839063948,Low Risk
CUST00469,0.6989645823768252,High Risk
CUST00470,0.7623850024918597,High Risk
CUST00471,0.004542816170445233,Low Risk
CUST00472,0.0012440392706872367,Low Risk
CUST00473,0.9381470581177075,High Risk
CUST00474,0.9915635184935464,High Risk
CUST00475,0.4998545466830949,Medium Risk
CUST00476,0.0,
CUST00477,0.35733652243970604,Medium Risk
CUST00478,0.7894195433413289,High Risk
CUST00479,0.0,
CUST00480,0.00409233162538726,Low Risk
CUST00481,0.7985212510470041,High Risk
CUST00482,0.8484188939612638,High Risk
CUST00483,0.010483834607260902,Low Risk
CUST00484,0.9436569699328584,High Risk
CUST00485,0.0,
CUST00486,0.0,
CUST00487,0.7924660413150264,High Risk
CUST00488,0.9928215704103174,High Risk
CUST00489,0.016977698131439543,Low Risk
CUST00490,0.005579784238559807,Low Risk
CUST00491,0.0011056174173176001,Low Risk
CUST00492,0.9729502262876514,High Risk
CUST00493,0.0,
CUST00494,5.711060269821312e-05,Low Risk
CUST00495,0.0,
CUST00496,0.0,
CUST00497,0.0034834337974857005,Low Risk
CUST00498,0.5080974361338145,Medium Risk
CUST00499,0.46200728412877373,Medium Risk
CUST00500,0.9529709045821249,High Risk
CUST00501,0.0,
CUST00502,0.0,
CUST00503,0.9607591993000146,High Risk
CUST00504,0.0202810762779154,Low Risk
CUST00505,0.0,
CUST00506,0.9949685075093165,High Risk
CUST00507,0.0,
CUST00508,0.00675980204995738,Low Risk
CUST00509,0.0,
CUST00510,0.0,
CUST00511,0.20482850487097276,Low Risk
CUST00512,0.0,
CUST00513,0.0,
CUST00514,0.0,
CUST00515,0.6455357944570436,High Risk
CUST00516,0.0,
CUST00517,0.0,
CUST00518,0.0,
CUST00519,0.0019923629829290204,Low Risk
CUST00520,0.36987442764995637,Medium Risk
CUST00521,0.9685024434712787,High Risk
CUST00522,0.7754260981981201,High Risk
CUST00523,0.1081197530780646,Low Risk
CUST00524,0.0008860309191893973,Low Risk
CUST00525,0.0,
CUST00526,0.0,
CUST00527,0.9930295674268725,High Risk
CUST00528,0.9446221000513525,High Risk
CUST00529,0.0036138789190424407,Low Risk
CUST00530,0.9462795600617039,High Risk
CUST00531,0.0,
CUST00532,0.3886492854185481,Medium Risk
CUST00533,0.9449975236010845,High Risk
CUST00534,0.993151393135027,High Risk
CUST00535,0.38315507712396996,Medium Risk
CUST00536,0.0,
CUST00537,0.0,
CUST00538,0.0,
CUST00539,0.7087470324568197,High Risk
CUST00540,0.9689636137952057,High Risk
CUST00541,0.9799511132367956,High Risk
CUST00542,0.0,
CUST00543,0.0,
CUST00544,0.9843830102890111,High Risk
CUST00545,0.003755345855068838,Low Risk
CUST00546,0.49312366808313735,Medium Risk
CUST00547,0.0,
CUST00548,0.005760601596846022,Low Risk
CUST00549,0.8743198816513565,High Risk
CUST00550,0.975661306034211,High Risk
CUST00551,0.9658697788785123,High Risk
CUST00552,0.3491465000666046,Medium Risk
CUST00553,0.9702865401662195,High Risk
CUST00554,0.3804378467442395,Medium Risk
CUST00555,0.0014791926890599062,Low Risk
CUST00556,0.989984659007858,High Risk
CUST00557,0.0038031829897340564,Low Risk
CUST00558,0.013825335705936737,Low Risk
CUST00559,0.0,
CUST00560,0.0,
CUST00561,0.0012440392706872371,Low Risk
CUST00562,0.11536764642519365,Low Risk
CUST00563,0.9762616369138978,High Risk
CUST00564,0.8014722401397232,High Risk
CUST00565,0.5264010503255139,Medium Risk
CUST00566,0.9906013155483275,High Risk
CUST00567,0.0,
CUST00568,0.0021005325448133,Low Risk
CUST00569,0.09847469168593538,Low Risk
CUST00570,0.7349740826227622,High Risk
CUST00571,0.003926900716737804,Low Risk
CUST00572,0.0,
CUST00573,0.8136112607690795,High Risk
CUST00574,0.18371685529480825,Low Risk
CUST00575,0.9753403382075632,High Risk
CUST00576,0.006046700792842522,Low Risk
CUST00577,0.23393055405938287,Low Risk
CUST00578,0.2944449342383481,Low Risk
CUST00579,0.003069381163850279,Low Risk
CUST00580,0.43205054205084004,Medium Risk
CUST00581,0.0,
CUST00582,0.30577208711672094,Medium Risk
CUST00583,0.0011056174173176001,Low Risk
CUST00584,0.006960340698960753,Low Risk
CUST00585,0.41414509617258655,Medium Risk
CUST00586,0.002349656688004837,Low Risk
CUST00587,0.7698382997474639,High Risk
CUST00588,0.6287513804642902,High Risk
CUST00589,0.11029967322239628,Low Risk
CUST00590,0.939050222163058,High Risk
CUST00591,0.8158113384531192,High Risk
CUST00592,0.010587156081816594,Low Risk
CUST00593,0.005921333753601515,Low Risk
CUST00594,0.11113371129989334,Low Risk
CUST00595,0.49881167577158536,Medium Risk
CUST00596,0.76343650388126,High Risk
CUST00597,0.981294182432801,High Risk
CUST00598,0.0,
CUST00599,0.0,
CUST00600,0.8047975516467202,High Risk
CUST00601,0.0,
CUST00602,0.0,
CUST00603,0.0,
CUST00604,0.0,
CUST00605,0.0012440392706872371,Low Risk
CUST00606,0.901790571364593,High Risk
CUST00607,0.06924102318046395,Low Risk
CUST00608,0.004757295184704761,Low Risk
CUST00609,0.9834726759222544,High Risk
CUST00610,0.9857582404805164,High Risk
CUST00611,0.9453337637247949,High Risk
CUST00612,0.266171832153615,Low Risk
CUST00613,0.0,
CUST00614,0.0,
CUST00615,0.0022143629857701587,Low Risk
CUST00616,0.009029221571313244,Low Risk
CUST00617,0.9123739084056429,High Risk
CUST00618,0.368796760916801,Medium Risk
CUST00619,0.873118025719412,High Risk
CUST00620,0.005137070006805035,Low Risk
CUST00621,0.0012440392706872371,Low Risk
CUST00622,0.0,
CUST00623,0.9893691120618466,High Risk
CUST00624,0.2183512514284224,Low Risk
CUST00625,0.8515861350339883,High Risk
CUST00626,0.020954205786452053,Low Risk
CUST00627,0.0011056174173176001,Low Risk
CUST00628,0.8269872516170613,High Risk
CUST00629,0.559367474848922,Medium Risk
CUST00630,0.23212908068967006,Low Risk
CUST00631,0.5005827483189488,Medium Risk
CUST00632,0.9823142051937133,High Risk
CUST00633,0.9974742603159141,High Risk
CUST00634,0.5582184997088735,Medium Risk
CUST00635,0.0,
CUST00636,0.0,
CUST00637,0.9779669400421086,High Risk
CUST00638,0.0,
CUST00639,0.9629650686273702,High Risk
CUST00640,0.0029036376241860524,Low Risk
CUST00641,0.0,
CUST00642,0.5734083226550689,Medium Risk
CUST00643,0.10157985856559393,Low Risk
CUST00644,0.9665945561149407,High Risk
CUST00645,0.44691361973680516,Medium Risk
CUST00646,0.0,
CUST00647,0.0031550910029448337,Low Risk
CUST00648,0.9832659146549727,High Risk
CUST00649,0.00519805560714937,Low Risk
CUST00650,0.6754646634235936,High Risk
CUST00651,0.0024885186699899996,Low Risk
CUST00652,0.0,
CUST00653,0.8789486887635409,High Risk
CUST00654,0.46803421671157736,Medium Risk
CUST00655,0.0,
CUST00656,0.0,
CUST00657,0.092880857823375,Low Risk
CUST00658,0.25847364539889117,Low Risk
CUST00659,0.0016595983534988148,Low Risk
CUST00660,0.9279592563647253,High Risk
CUST00661,0.0011056174173176001,Low Risk
CUST00662,0.0,
CUST00663,0.8916292967389745,High Risk
CUST00664,0.558897753324625,Medium Risk
CUST00665,0.9012872792974236,High Risk
CUST00666,0.9874301029775467,High Risk
CUST00667,0.0037189322524089725,Low Risk
CUST00668,0.8601417414830951,High Risk
CUST00669,0.0,
CUST00670,0.3692282195425196,Medium Risk
CUST00671,0.0,
CUST00672,0.3733384633754251,Medium Risk
CUST00673,0.0071946475921591205,Low Risk
CUST00674,0.004613117596070499,Low Risk
CUST00675,0.0,
CUST00676,0.0,
CUST00677,0.5583400188605054,Medium Risk
CUST00678,0.8068523577865255,High Risk
CUST00679,0.0,
CUST00680,0.0,
CUST00681,0.0,
CUST00682,0.0,
CUST00683,0.00022846741897743268,Low Risk
CUST00684,0.988495554715639,High Risk
CUST00685,0.7822078613405782,High Risk
CUST00686,0.9736647491476397,High Risk
CUST00687,0.004424814124315229,Low Risk
CUST00688,0.3884785048850235,Medium Risk
CUST00689,0.0,
CUST00690,0.5827481217858604,Medium Risk
CUST00691,0.0,
CUST00692,0.9964181989273778,High Risk
CUST00693,0.0,
CUST00694,0.9768594219577623,High Risk
CUST00695,0.9076020730151397,High Risk
CUST00696,0.0,
CUST00697,0.0,
CUST00698,0.0021350628510296873,Low Risk
CUST00699,0.0,
CUST00700,0.4492754379216602,Medium Risk
CUST00701,0.0,
CUST00702,0.0,
CUST00703,0.5588925645615026,Medium Risk
CUST00704,0.9625170230406833,High Risk
CUST00705,0.6752439962011882,High Risk
CUST00706,0.0016595983534988148,Low Risk
CUST00707,0.0,
CUST00708,0.9848294650269854,High Risk
CUST00709,0.0,
CUST00710,0.0,
CUST00711,0.0,
CUST00712,0.0,
CUST00713,0.9876989770652385,High Risk
CUST00714,0.8136030074556545,High Risk
CUST00715,0.0,
CUST00716,0.0,
CUST00717,0.9554090824526627,High Risk
CUST00718,0.9901665790961153,High Risk
CUST00719,0.002719375936776127,Low Risk
CUST00720,0.0,
CUST00721,0.8703025515098792,High Risk
CUST00722,0.0,
CUST00723,0.9568039248918464,High Risk
CUST00724,0.6603655699744526,High Risk
CUST00725,0.0,
CUST00726,0.8255609591800989,High Risk
CUST00727,0.9930797613920158,High Risk
CUST00728,0.98496816134153,High Risk
CUST00729,0.9741125872294546,High Risk
CUST00730,0.0,
CUST00731,0.0016595983534988148,Low Risk
CUST00732,0.0,
CUST00733,0.06928761398943696,Low Risk
CUST00734,0.004979641093353741,Low Risk
CUST00735,0.9937744537071985,High Risk
CUST00736,0.013074582086361692,Low Risk
CUST00737,0.9323890849000738,High Risk
CUST00738,0.0,
CUST00739,0.8372204824526486,High Risk
CUST00740,0.47234541422475684,Medium Risk
CUST00741,0.0,
CUST00742,0.0041978084577223886,Low Risk
CUST00743,0.008830345746368188,Low Risk
CUST00744,0.00952438340051917,Low Risk
CUST00745,0.9508141687905136,High Risk
CUST00746,0.0,
CUST00747,0.0,
CUST00748,0.9457577185598147,High Risk
CUST00749,0.9657099639852621,High Risk
CUST00750,0.0,
CUST00751,0.0,
CUST00752,0.0,
CUST00753,0.0,
CUST00754,0.0,
CUST00755,0.0,
CUST00756,0.0034976068162792195,Low Risk
CUST00757,0.00509034338317564,Low Risk
CUST00758,0.6118616994107071,High Risk
CUST00759,0.007445013287801697,Low Risk
CUST00760,0.0,
CUST00761,0.9617348370850203,High Risk
CUST00762,0.8697409988512725,High Risk
CUST00763,0.0014220820863616928,Low Risk
CUST00764,0.0,
CUST00765,0.006923907125128051,Low Risk
CUST00766,0.9945162143592333,High Risk
CUST00767,0.0,
CUST00768,0.705977939094445,High Risk
CUST00769,0.405261875282135,Medium Risk
CUST00770,0.5163993114120742,Medium Risk
CUST00771,0.9844225760653831,High Risk
CUST00772,0.0016595983534988148,Low Risk
CUST00773,0.003069381163850279,Low Risk
CUST00774,0.0,
CUST00775,0.9488862739666096,High Risk
CUST00776,0.5027045523320116,Medium Risk
CUST00777,0.7801576778011551,High Risk
CUST00778,0.0,
CUST00779,0.9929214764850934,High Risk
CUST00780,0.0,
CUST00781,0.0,
CUST00782,0.0009949151274957003,Low Risk
