customer_id,age,gender,city_tier,loyalty_years,preferred_category,churned
CUST00153,28,F,1,5.89,Sports,0
CUST00154,63,F,3,1.66,Groceries,0
CUST00155,44,M,3,0.24,Sports,1
CUST00156,71,F,3,2.53,Electronics,0
CUST00157,27,F,3,4.51,Sports,0
CUST00158,52,F,2,0.18,Food & Beverage,1
CUST00159,69,M,2,0.43,Toys,0
CUST00160,67,F,1,2.47,Automotive,0
CUST00161,24,M,2,0.34,Food & Beverage,0
CUST00162,57,M,2,0.77,Toys,0
CUST00163,73,M,3,3.74,Home & Garden,0
CUST00164,42,M,1,0.61,Books,0
CUST00165,25,F,3,1.22,Home & Garden,1
CUST00166,74,F,1,0.78,Sports,0
CUST00167,51,F,2,0.2,Books,1
CUST00168,27,F,3,2.18,Groceries,1
CUST00169,33,M,2,4.4,Sports,1
CUST00170,21,M,3,0.66,Food & Beverage,0
CUST00171,31,F,3,2.72,Beauty,1
CUST00172,27,M,3,2.63,Automotive,0
CUST00173,30,F,1,2.51,Sports,0
CUST00174,25,F,3,1.18,Electronics,1
CUST00175,70,M,2,4.31,Beauty,0
CUST00176,40,M,3,3.87,Beauty,1
CUST00177,72,M,2,0.23,Electronics,1
CUST00178,55,F,1,5.03,Toys,0
CUST00179,26,F,2,4.87,Beauty,0
CUST00180,28,F,1,0.61,Clothing,0
CUST00181,66,F,2,0.87,Food & Beverage,0
CUST00182,64,F,2,1.21,Groceries,0
CUST00183,55,F,2,3.82,Clothing,0
CUST00184,56,F,2,7.38,Sports,1
CUST00185,61,M,1,6.64,Home & Garden,0
CUST00186,53,M,3,2.84,Food & Beverage,0
CUST00187,29,F,2,3.09,Automotive,1
CUST00188,69,F,1,6.51,Beauty,0
CUST00189,25,F,1,0.23,Beauty,0
CUST00190,55,M,2,4.35,Automotive,0
CUST00191,37,F,3,0.67,Clothing,0
CUST00192,65,M,1,2.73,Sports,1
CUST00193,70,F,3,1.22,Clothing,1
CUST00194,30,F,3,0.99,Home & Garden,0
CUST00195,28,F,2,3.04,Beauty,0
CUST00196,18,F,2,1.16,Home & Garden,0
CUST00197,63,F,1,1.55,Automotive,0
CUST00198,34,F,1,5.5,Toys,1
CUST00199,58,F,3,1.34,Beauty,0
CUST00200,47,F,2,0.3,Groceries,1
CUST00201,36,F,2,2.04,Electronics,0
CUST00202,62,M,1,0.09,Sports,1
CUST00203,26,F,2,3.28,Toys,0
CUST00204,46,M,1,1.24,Home & Garden,0
CUST00205,57,F,1,2.09,Food & Beverage,1
CUST00206,47,M,1,0.81,Electronics,0
CUST00207,41,F,2,12.02,Food & Beverage,1
CUST00208,42,F,3,1.18,Home & Garden,0
CUST00209,62,M,2,1.3,Electronics,0
CUST00210,57,M,3,8.55,Electronics,0
CUST00211,47,F,1,0.38,Groceries,0
CUST00212,42,F,3,4.28,Electronics,0
CUST00213,50,M,2,4.51,Clothing,0
CUST00214,64,F,1,0.71,Books,0
CUST00215,41,F,3,4.58,Automotive,0
CUST00216,72,F,3,0.95,Groceries,1
CUST00217,68,M,2,4.23,Books,1
CUST00218,65,F,2,1.62,Groceries,0
CUST00219,21,F,2,19.4,Books,0
CUST00220,71,F,1,1.44,Home & Garden,0
CUST00221,70,M,1,0.49,Food & Beverage,0
CUST00222,69,F,2,1.32,Beauty,1
CUST00223,65,M,1,11.43,Toys,0
CUST00224,20,M,2,0.72,Food & Beverage,1
CUST00225,26,F,2,0.47,Automotive,0
CUST00226,18,M,2,1.82,Groceries,1
CUST00227,29,M,1,0.32,Books,0
CUST00228,28,M,3,0.22,Beauty,0
CUST00229,65,F,3,0.51,Beauty,0
CUST00230,66,F,2,1.2,Food & Beverage,0
CUST00231,71,F,2,10.38,Toys,0
CUST00232,34,M,2,0.42,Sports,0
CUST00233,59,M,2,3.71,Groceries,0
CUST00234,59,F,3,0.1,Groceries,0
CUST00235,49,F,2,3.13,Books,0
CUST00236,29,F,3,2.29,Sports,1
CUST00237,61,F,2,6.83,Toys,1
CUST00238,27,F,2,0.82,Home & Garden,0
CUST00239,21,F,3,0.72,Home & Garden,0
CUST00240,69,F,1,0.09,Books,0
CUST00241,39,F,1,0.31,Toys,0
CUST00242,47,F,2,2.19,Home & Garden,1
CUST00243,18,F,1,4.07,Books,0
CUST00244,28,F,3,0.64,Books,1
CUST00245,50,M,3,0.4,Toys,1
CUST00246,56,M,2,3.03,Beauty,0
CUST00247,39,M,2,1.89,Toys,0
CUST00248,23,F,2,2.12,Beauty,0
CUST00249,33,M,3,1.42,Electronics,0
CUST00250,51,F,3,1.96,Food & Beverage,1
CUST00251,40,M,3,0.04,Groceries,1
CUST00252,48,F,1,3.37,Clothing,0
CUST00253,23,M,2,10.72,Groceries,1
CUST00254,22,F,3,7.88,Automotive,0
CUST00255,51,F,1,2.98,Clothing,0
CUST00256,53,M,1,1.57,Books,0
CUST00257,54,F,2,5.57,Books,0
CUST00258,54,F,3,0.67,Automotive,1
CUST00259,18,F,2,1.84,Groceries,0
CUST00260,69,F,3,0.39,Electronics,1
CUST00261,42,F,1,3.41,Sports,0
CUST00262,23,M,2,0.64,Books,1
CUST00263,40,F,1,0.36,Sports,1
CUST00264,65,F,2,2.75,Beauty,0
CUST00265,64,F,1,1.23,Home & Garden,1
CUST00266,28,M,1,1.69,Automotive,1
CUST00267,47,F,2,2.05,Sports,1
CUST00268,28,F,2,3.85,Groceries,1
CUST00269,27,M,2,1.01,Groceries,0
CUST00270,19,M,3,0.53,Clothing,0
CUST00271,74,M,3,0.21,Books,1
CUST00272,48,F,1,2.38,Automotive,0
CUST00273,66,M,2,0.25,Automotive,0
CUST00274,60,F,2,0.78,Home & Garden,1
CUST00275,36,F,2,15.2,Books,0
CUST00276,18,M,3,1.04,Groceries,0
CUST00277,32,F,1,1.85,Toys,0
CUST00278,64,M,3,3.55,Automotive,1
CUST00279,19,F,2,0.46,Beauty,0
CUST00280,66,M,2,0.17,Toys,0
CUST00281,65,M,2,6.7,Automotive,1
CUST00282,20,F,1,3.42,Clothing,1
CUST00283,34,M,2,2.19,Beauty,0
CUST00284,67,M,3,5.07,Sports,1
CUST00285,42,F,3,6.37,Clothing,0
CUST00286,28,F,2,4.41,Groceries,0
CUST00287,20,M,1,0.77,Beauty,0
CUST00288,39,M,2,4.04,Home & Garden,0
CUST00289,39,M,2,2.13,Toys,1
CUST00290,35,F,1,2.66,Beauty,0
CUST00291,29,F,2,1.27,Books,0
CUST00292,56,M,3,0.71,Home & Garden,1
CUST00293,57,M,1,0.32,Sports,1
CUST00294,45,M,1,3.76,Toys,0
CUST00295,48,F,1,1.95,Automotive,0
CUST00296,43,M,1,3.69,Clothing,0
CUST00297,29,F,2,13.15,Home & Garden,0
CUST00298,56,F,2,5.87,Toys,0
CUST00299,47,M,1,0.03,Food & Beverage,1
CUST00300,27,F,2,7.24,Home & Garden,0
CUST00301,44,F,3,6.95,Electronics,0
CUST00302,22,F,2,0.03,Food & Beverage,0
CUST00303,29,F,3,0.54,Home & Garden,1
CUST00304,65,F,2,1.44,Clothing,0
CUST00305,32,M,1,0.39,Books,0
CUST00306,63,F,2,1.82,Automotive,1
CUST00307,34,M,3,0.95,Food & Beverage,0
CUST00308,52,M,2,2.75,Food & Beverage,0
CUST00309,35,M,3,11.94,Electronics,0
CUST00310,53,M,3,0.41,Books,0
CUST00311,40,M,3,2.47,Books,0
CUST00312,65,F,2,4.08,Home & Garden,0
CUST00313,51,F,2,4.45,Home & Garden,0
CUST00314,63,M,1,3.45,Toys,1
CUST00315,58,F,2,0.06,Clothing,1
CUST00316,58,M,1,0.84,Books,0
CUST00317,18,M,1,0.07,Automotive,0
CUST00318,57,M,3,4.64,Food & Beverage,0
CUST00319,46,M,1,7.78,Sports,0
CUST00320,49,M,2,0.6,Toys,0
CUST00321,70,M,3,6.59,Books,1
CUST00322,65,F,3,2.96,Clothing,0
CUST00323,26,M,3,0.53,Home & Garden,1
CUST00324,46,M,3,0.13,Food & Beverage,0
CUST00325,46,F,1,4.15,Books,0
CUST00326,21,M,3,8.22,Sports,0
CUST00327,41,F,1,5.81,Clothing,0
CUST00328,45,M,1,0.35,Clothing,1
CUST00329,71,F,3,1.36,Electronics,0
CUST00330,38,F,3,2.5,Toys,0
CUST00331,60,F,1,8.84,Clothing,0
CUST00332,66,M,1,2.0,Groceries,1
CUST00333,35,M,1,1.01,Food & Beverage,0
CUST00334,20,M,1,0.14,Toys,1
CUST00335,28,F,2,8.99,Sports,0
CUST00336,51,F,3,3.51,Beauty,0
CUST00337,65,M,2,3.91,Automotive,0
CUST00338,64,M,3,4.38,Beauty,0
CUST00339,37,M,1,0.53,Books,0
CUST00340,36,F,2,0.33,Clothing,1
CUST00341,66,F,2,7.24,Groceries,0
CUST00342,39,F,2,8.55,Electronics,1
CUST00343,54,F,2,4.35,Food & Beverage,0
CUST00344,35,F,1,3.69,Sports,1
CUST00345,22,M,3,3.97,Automotive,1
CUST00346,29,F,1,0.54,Clothing,1
CUST00347,48,F,3,6.42,Books,0
CUST00348,19,F,2,6.32,Automotive,0
CUST00349,54,M,1,1.48,Toys,1
CUST00350,69,M,3,7.69,Home & Garden,0
CUST00351,45,M,1,1.52,Electronics,0
CUST00352,72,F,1,1.45,Books,0
CUST00353,55,M,1,7.03,Sports,0
CUST00354,21,F,1,3.09,Beauty,0
CUST00355,49,F,2,1.77,Groceries,0
CUST00356,29,M,1,0.81,Food & Beverage,1
CUST00357,44,M,1,1.92,Home & Garden,0
CUST00358,35,F,2,8.97,Groceries,0
CUST00359,65,F,3,1.81,Sports,0
CUST00360,66,F,3,7.12,Groceries,0
CUST00361,45,M,2,0.31,Toys,1
CUST00362,21,F,2,2.26,Sports,1
CUST00363,24,F,2,6.02,Books,0
CUST00364,35,M,1,1.11,Electronics,0
CUST00365,45,M,1,0.09,Beauty,0
CUST00366,20,F,3,1.48,Books,1
CUST00367,35,M,3,1.54,Food & Beverage,1
CUST00368,32,F,2,1.91,Food & Beverage,1
CUST00369,65,F,3,3.88,Clothing,0
CUST00370,50,M,2,0.62,Books,0
CUST00371,30,M,1,3.71,Electronics,0
CUST00372,47,F,2,3.35,Groceries,1
CUST00373,42,F,2,0.02,Groceries,0
CUST00374,63,F,2,22.18,Toys,1
CUST00375,65,M,2,1.71,Books,1
CUST00376,37,M,3,1.87,Sports,1
CUST00377,54,M,2,1.49,Groceries,0
CUST00378,48,F,3,0.84,Automotive,1
CUST00379,20,F,1,1.33,Electronics,1
CUST00380,30,M,3,7.14,Automotive,0
CUST00381,66,F,2,0.76,Books,0
CUST00382,29,F,1,4.69,Electronics,0
CUST00383,18,F,2,2.51,Groceries,1
CUST00384,19,F,2,9.9,Sports,0
CUST00385,62,M,1,1.69,Food & Beverage,1
CUST00386,23,F,1,6.55,Sports,0
CUST00387,46,M,2,15.19,Sports,1
CUST00388,69,F,1,1.46,Beauty,0
CUST00389,53,F,2,8.25,Food & Beverage,1
CUST00390,42,F,3,0.75,Sports,1
CUST00391,35,M,1,1.98,Clothing,0
CUST00392,42,F,3,1.78,Clothing,0
CUST00393,63,F,1,1.03,Automotive,1
CUST00394,62,F,2,1.44,Beauty,1
CUST00395,64,F,3,0.68,Toys,0
CUST00396,72,M,1,4.79,Beauty,0
CUST00397,70,F,2,0.2,Sports,1
CUST00398,30,F,1,0.35,Automotive,0
CUST00399,39,M,1,0.14,Books,1
CUST00400,24,M,2,0.68,Automotive,0
CUST00401,34,F,1,1.82,Books,0
CUST00402,68,M,3,2.82,Automotive,0
CUST00403,48,M,1,1.54,Home & Garden,0
CUST00404,67,F,1,1.92,Groceries,0
CUST00405,28,F,2,0.59,Books,1
CUST00406,69,M,3,8.28,Books,1
CUST00407,61,F,3,1.75,Sports,0
CUST00408,50,F,1,6.63,Automotive,0
CUST00409,72,F,3,1.2,Toys,1
CUST00410,28,F,2,0.79,Clothing,0
CUST00411,30,F,3,0.48,Beauty,0
CUST00412,43,F,3,0.41,Electronics,1
CUST00413,73,M,3,11.05,Groceries,0
CUST00414,65,F,2,1.96,Automotive,0
CUST00415,65,F,1,0.22,Home & Garden,0
CUST00416,72,M,2,3.9,Books,0
CUST00417,71,F,2,1.5,Electronics,0
CUST00418,74,M,2,1.5,Automotive,1
CUST00419,49,F,3,5.07,Food & Beverage,1
CUST00420,38,M,2,3.35,Food & Beverage,1
CUST00421,59,M,1,0.49,Beauty,0
CUST00422,69,M,2,3.76,Electronics,1
CUST00423,18,F,1,3.58,Sports,0
CUST00424,26,F,1,1.1,Food & Beverage,0
CUST00425,36,F,2,3.92,Automotive,1
CUST00426,50,F,2,4.24,Sports,1
CUST00427,41,M,1,2.14,Books,0
CUST00428,43,M,2,4.65,Toys,0
CUST00429,32,F,2,0.55,Sports,0
CUST00430,52,M,1,0.2,Clothing,0
CUST00431,46,F,2,0.65,Sports,1
CUST00432,27,F,1,2.13,Food & Beverage,0
CUST00433,48,M,1,1.04,Electronics,0
CUST00434,72,F,2,2.47,Automotive,1
CUST00435,46,F,2,2.94,Beauty,0
CUST00436,42,M,2,1.63,Home & Garden,1
CUST00437,69,M,1,0.27,Sports,0
CUST00438,19,F,2,2.3,Clothing,1
CUST00439,38,M,1,4.04,Sports,0
CUST00440,73,F,1,3.17,Automotive,0
CUST00441,59,M,3,0.78,Beauty,0
CUST00442,71,F,2,7.41,Sports,1
CUST00443,26,M,1,0.85,Automotive,0
CUST00444,74,M,3,2.08,Groceries,1
CUST00445,42,F,3,1.07,Beauty,1
CUST00446,69,F,1,1.82,Toys,0
CUST00447,53,F,2,4.97,Home & Garden,0
CUST00448,32,F,1,8.48,Groceries,1
CUST00449,19,F,2,2.54,Automotive,0
CUST00450,53,F,3,0.51,Clothing,0
CUST00451,33,M,1,7.68,Toys,0
CUST00452,25,F,2,7.08,Beauty,0
CUST00453,64,F,2,0.04,Clothing,1
CUST00454,70,F,1,3.32,Groceries,0
CUST00455,63,M,3,3.5,Sports,0
CUST00456,38,F,2,2.83,Food & Beverage,0
CUST00457,68,F,3,7.67,Clothing,1
CUST00458,54,M,3,1.83,Toys,1
CUST00459,63,F,3,0.15,Toys,0
CUST00460,39,F,2,1.32,Toys,1
CUST00461,21,F,1,3.1,Toys,0
CUST00462,19,M,2,8.79,Electronics,0
CUST00463,31,F,3,1.88,Beauty,0
CUST00464,26,F,1,1.9,Beauty,0
CUST00465,62,M,3,1.5,Toys,0
CUST00466,30,M,2,1.03,Home & Garden,0
CUST00467,66,F,2,8.6,Groceries,1
CUST00468,73,F,3,1.54,Groceries,0
CUST00469,32,M,1,3.1,Groceries,1
CUST00470,26,F,2,1.16,Toys,1
CUST00471,68,F,3,6.76,Electronics,0
CUST00472,32,M,1,3.22,Toys,0
CUST00473,39,M,2,0.4,Home & Garden,1
CUST00474,60,M,3,1.65,Sports,1
CUST00475,69,F,2,1.46,Automotive,0
CUST00476,46,M,2,7.38,Clothing,0
CUST00477,50,F,2,0.13,Clothing,0
CUST00478,39,F,2,0.3,Beauty,0
CUST00479,72,M,3,0.96,Toys,0
CUST00480,34,M,1,3.03,Automotive,0
CUST00481,45,M,2,3.33,Automotive,1
CUST00482,48,F,3,0.3,Clothing,1
CUST00483,24,M,1,0.59,Toys,0
CUST00484,45,F,1,2.52,Food & Beverage,1
CUST00485,54,F,2,2.96,Home & Garden,0
CUST00486,28,M,2,1.64,Beauty,0
CUST00487,65,M,3,2.19,Clothing,1
CUST00488,71,F,2,1.18,Books,1
CUST00489,25,M,1,1.03,Books,0
CUST00490,56,M,1,0.48,Home & Garden,0
CUST00491,62,M,2,4.21,Groceries,0
CUST00492,63,M,1,0.46,Clothing,1
CUST00493,72,M,2,5.7,Food & Beverage,0
CUST00494,52,M,2,1.35,Food & Beverage,0
CUST00495,29,M,1,5.05,Sports,0
CUST00496,24,F,2,4.47,Food & Beverage,0
CUST00497,25,F,1,2.43,Food & Beverage,0
CUST00498,56,F,1,0.07,Clothing,1
CUST00499,28,F,1,1.21,Groceries,0
CUST00500,43,F,1,3.42,Clothing,1
CUST00501,21,F,2,1.0,Books,0
CUST00502,28,M,3,2.65,Electronics,0
CUST00503,49,M,1,4.06,Automotive,1
CUST00504,33,M,2,1.06,Beauty,0
CUST00505,45,F,3,1.85,Home & Garden,0
CUST00506,62,F,3,22.44,Beauty,1
CUST00507,49,M,1,3.82,Groceries,0
CUST00508,22,F,1,0.35,Beauty,0
CUST00509,72,M,2,1.82,Toys,0
CUST00510,72,M,2,14.07,Books,0
CUST00511,38,F,1,0.65,Home & Garden,0
CUST00512,54,F,2,12.03,Clothing,0
CUST00513,35,F,2,3.08,Electronics,0
CUST00514,42,M,2,11.51,Automotive,0
CUST00515,74,M,1,0.14,Home & Garden,0
CUST00516,24,F,3,2.3,Electronics,0
CUST00517,22,F,1,8.66,Food & Beverage,0
CUST00518,42,M,3,2.5,Books,0
CUST00519,67,M,3,0.56,Toys,0
CUST00520,58,F,1,1.99,Home & Garden,0
CUST00521,33,M,2,0.52,Home & Garden,1
CUST00522,71,F,1,0.23,Electronics,1
CUST00523,66,M,2,6.56,Beauty,0
CUST00524,50,F,3,0.34,Clothing,0
CUST00525,27,M,1,3.74,Beauty,0
CUST00526,27,M,1,8.37,Automotive,0
CUST00527,67,M,2,4.67,Beauty,1
CUST00528,73,F,3,2.14,Beauty,1
CUST00529,18,M,1,4.19,Sports,0
CUST00530,45,M,2,1.69,Beauty,1
CUST00531,47,M,2,1.81,Books,0
CUST00532,72,M,2,0.86,Electronics,0
CUST00533,71,F,2,7.7,Electronics,1
CUST00534,62,F,1,1.69,Clothing,1
CUST00535,62,F,1,0.05,Sports,0
CUST00536,27,F,3,3.18,Beauty,0
CUST00537,43,F,3,4.89,Books,0
CUST00538,25,M,3,8.45,Toys,0
CUST00539,25,M,3,0.76,Automotive,1
CUST00540,57,M,3,0.9,Books,1
CUST00541,62,F,2,4.33,Books,1
CUST00542,29,F,3,6.58,Books,0
CUST00543,69,F,3,1.15,Home & Garden,0
CUST00544,71,M,2,1.45,Food & Beverage,1
CUST00545,49,F,3,2.76,Electronics,0
CUST00546,35,F,3,0.09,Electronics,0
CUST00547,26,F,1,3.11,Toys,0
CUST00548,72,F,3,1.37,Beauty,0
CUST00549,59,M,3,1.26,Groceries,0
CUST00550,70,F,2,3.46,Toys,1
CUST00551,39,M,3,2.92,Automotive,1
CUST00552,32,M,2,0.05,Food & Beverage,0
CUST00553,43,M,2,3.1,Groceries,1
CUST00554,21,M,2,1.77,Books,0
CUST00555,60,F,2,2.16,Electronics,0
CUST00556,57,F,2,4.68,Electronics,1
CUST00557,42,M,2,0.28,Electronics,0
CUST00558,69,F,2,2.41,Food & Beverage,0
CUST00559,50,F,3,8.75,Sports,0
CUST00560,39,M,3,4.85,Clothing,0
CUST00561,32,M,1,9.75,Automotive,0
CUST00562,52,F,3,1.26,Beauty,0
CUST00563,58,F,1,0.58,Clothing,1
CUST00564,31,F,3,4.83,Automotive,1
CUST00565,51,M,1,1.52,Food & Beverage,0
CUST00566,26,F,3,1.12,Food & Beverage,1
CUST00567,28,M,2,0.38,Books,0
CUST00568,25,F,2,0.36,Home & Garden,0
CUST00569,39,F,1,1.95,Clothing,0
CUST00570,30,F,1,3.06,Beauty,0
CUST00571,44,F,2,1.43,Automotive,0
CUST00572,23,F,1,8.29,Sports,0
CUST00573,53,F,2,0.26,Books,1
CUST00574,56,F,2,1.66,Groceries,0
CUST00575,29,F,1,6.08,Electronics,1
CUST00576,68,F,3,3.05,Food & Beverage,0
CUST00577,23,M,2,0.75,Toys,0
CUST00578,69,M,3,2.29,Beauty,0
CUST00579,73,F,3,9.19,Sports,0
CUST00580,45,F,3,4.85,Groceries,0
CUST00581,40,M,3,3.26,Automotive,0
CUST00582,20,F,1,1.17,Sports,0
CUST00583,43,M,2,1.47,Books,0
CUST00584,53,F,2,1.44,Food & Beverage,0
CUST00585,74,F,1,1.61,Food & Beverage,0
CUST00586,37,M,3,0.97,Home & Garden,0
CUST00587,34,F,2,10.07,Beauty,1
CUST00588,48,M,1,0.53,Groceries,0
CUST00589,27,F,1,4.05,Beauty,0
CUST00590,64,F,3,0.46,Food & Beverage,1
CUST00591,30,M,1,4.07,Beauty,1
CUST00592,21,M,2,0.88,Toys,0
CUST00593,42,M,2,0.88,Food & Beverage,0
CUST00594,42,F,2,0.22,Groceries,0
CUST00595,50,M,2,0.0,Sports,0
CUST00596,32,M,1,0.27,Books,1
CUST00597,21,F,3,4.67,Beauty,1
CUST00598,57,M,3,3.66,Sports,0
CUST00599,71,F,2,9.1,Electronics,0
CUST00600,63,M,2,0.5,Books,0
CUST00601,20,M,3,2.48,Home & Garden,0
CUST00602,71,F,3,8.73,Electronics,0
CUST00603,63,M,3,6.1,Beauty,0
CUST00604,22,M,1,9.07,Automotive,0
CUST00605,64,F,1,2.38,Groceries,0
